id,key,value,type
7777191,name_base,Granville,tiger
7777191,name_type,Ave,tiger
7777191,zip_right,35020,tiger
7777191,zip_left_1,35020,tiger
7777191,zip_left_2,35020,tiger
7777191,zip_left_3,35020,tiger
7777191,zip_right_3,35020,tiger
7780168,name,Grimes Circle,regular
7780168,highway,residential,regular
7780168,cfcc,A41,tiger
7780168,county,"Jefferson, AL",tiger
7780168,reviewed,no,tiger
7780168,zip_left,35020,tiger
7780168,name_base,Grimes,tiger
7780168,name_type,Cir,tiger
7780168,zip_right,35020,tiger
7781706,name,37th Street,regular
7781706,highway,residential,regular
7781706,cfcc,A41,tiger
7781706,county,"Jefferson, AL",tiger
7781706,reviewed,no,tiger
7781706,zip_left,35064,tiger
7781706,name_base,37th,tiger
7781706,name_type,St,tiger
7781706,zip_right,35064,tiger
7789449,name,County Road 951,regular
7789449,highway,residential,regular
7789449,cfcc,A41,tiger
7789449,tlid,1567781:1567774:1572947,tiger
7789449,county,"Lee, AL",tiger
7789449,source,tiger_import_dch_v0.6_20070809,tiger
7789449,reviewed,no,tiger
7789449,zip_left,36877,tiger
7789449,name_base,County Road 951,tiger
7789449,separated,no,tiger
7789449,zip_right,36877,tiger
7789449,upload_uuid,bulk_upload.pl-cdf410e8-277b-4284-9b39-de093350d57f,tiger
7798313,name,New Street,regular
7798313,highway,residential,regular
7798313,cfcc,A41,tiger
7798313,county,"Macon, AL",tiger
7798313,reviewed,no,tiger
7798313,zip_left,36083,tiger
7798313,name_base,New,tiger
7798313,name_type,St,tiger
7798313,zip_right,36083,tiger
7798313,zip_left_1,36083,tiger
7802360,lanes,1,regular
7802360,access,private,regular
7802360,highway,service,regular
7802360,service,driveway,regular
7802360,cfcc,A74,tiger
7802360,county,"Madison, AL",tiger
7802360,reviewed,no,tiger
7804827,highway,residential,regular
7804827,cfcc,A41,tiger
7804827,tlid,236713777,tiger
7804827,county,"Madison, AL",tiger
7804827,source,tiger_import_dch_v0.6_20070809,tiger
7804827,reviewed,no,tiger
7804827,separated,no,tiger
7804827,upload_uuid,bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9,tiger
7810898,highway,residential,regular
7810898,cfcc,A41,tiger
7810898,tlid,58223923,tiger
7810898,county,"Madison, AL",tiger
7810898,source,tiger_import_dch_v0.6_20070809,tiger
7810898,reviewed,no,tiger
7810898,separated,no,tiger
7810898,upload_uuid,bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9,tiger
7813898,highway,residential,regular
7813898,cfcc,A41,tiger
7813898,tlid,58223454,tiger
7813898,county,"Madison, AL",tiger
7813898,source,tiger_import_dch_v0.6_20070809,tiger
7813898,reviewed,no,tiger
7813898,separated,no,tiger
7813898,upload_uuid,bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9,tiger
7813910,highway,residential,regular
7813910,cfcc,A41,tiger
7813910,tlid,236711086,tiger
7813910,county,"Madison, AL",tiger
7813910,source,tiger_import_dch_v0.6_20070809,tiger
7813910,reviewed,no,tiger
7813910,separated,no,tiger
7813910,upload_uuid,bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9,tiger
7814274,highway,service,regular
7814274,cfcc,A41,tiger
7814274,tlid,236714595,tiger
7814274,county,"Madison, AL",tiger
7814274,source,tiger_import_dch_v0.6_20070809,tiger
7814274,reviewed,no,tiger
7814274,separated,no,tiger
7814274,upload_uuid,bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9,tiger
7816001,access,private,regular
7816001,highway,service,regular
7816001,cfcc,A74,tiger
7816001,tlid,236729307,tiger
7816001,county,"Madison, AL",tiger
7816001,source,tiger_import_dch_v0.6_20070809,tiger
7816001,reviewed,no,tiger
7816001,upload_uuid,bulk_upload.pl-b2892a76-a19b-4e01-b00b-ec3685f89fb9,tiger
7819776,name,Four Mile Post Road Southeast,regular
7819776,highway,tertiary,regular
7819776,cfcc,A41,tiger
7819776,county,"Madison, AL",tiger
7819776,reviewed,no,tiger
7819776,zip_left,35802,tiger
7819776,name_base,Four Mile Post,tiger
7819776,name_type,Rd,tiger
7819776,zip_right,35802,tiger
7819776,name_direction_suffix,SE,tiger
7821435,name,Limestone Drive Southeast,regular
7821435,highway,residential,regular
7821435,cfcc,A41,tiger
7821435,county,"Madison, AL",tiger
7821435,reviewed,no,tiger
7821435,zip_left,35801,tiger
7821435,name_base,Limestone,tiger
7821435,name_type,Dr,tiger
7821435,zip_right,35801,tiger
7821435,name_direction_suffix,SE,tiger
7822261,name,Washington Street Northwest,regular
7822261,highway,secondary,regular
7822261,cfcc,A41,tiger
7822261,county,"Madison, AL",tiger
7822261,reviewed,no,tiger
7822261,zip_left,35811,tiger
7822261,name_base,Washington,tiger
7822261,name_type,St,tiger
7822261,zip_left_1,35811,tiger
7822261,name_direction_suffix,NW,tiger
7823358,name,James K Taylor Lane,regular
7823358,highway,residential,regular
7823358,cfcc,A41,tiger
7823358,county,"Madison, AL",tiger
7823358,reviewed,no,tiger
7823358,zip_left,35759,tiger
7823358,name_base,James K Taylor,tiger
7823358,name_type,Ln,tiger
7823358,zip_right,35759,tiger
7824988,name,Tillman Road,regular
7824988,highway,residential,regular
7824988,cfcc,A41,tiger
7824988,county,"Madison, AL",tiger
7824988,reviewed,no,tiger
7824988,zip_left,35750,tiger
7824988,name_base,Tillman,tiger
7824988,name_type,Rd,tiger
7824988,zip_right,35750,tiger
7826609,name,Cranbourne Road,regular
7826609,highway,residential,regular
7826609,abutters,residential,regular
7826609,postal_code,B44,regular
7829838,name,Marengo County 30,regular
7829838,name_1,County Road 30,regular
7829838,highway,unclassified,regular
7829838,cfcc,A41,tiger
7829838,county,"Marengo, AL",tiger
7829838,reviewed,no,tiger
7829838,zip_left,36748,tiger
7829838,name_base,Marengo County 30,tiger
7829838,name_base_1,County Road 30,tiger
7833461,name,R A Yielding Road,regular
7833461,highway,residential,regular
7833461,cfcc,A41,tiger
7833461,county,"Marion, AL",tiger
7833461,reviewed,no,tiger
7833461,name_base,R A Yielding,tiger
7833461,name_type,Rd,tiger
7835486,highway,unclassified,regular
7836787,name,Snow Point Road,regular
7836787,highway,residential,regular
7836787,cfcc,A41,tiger
7836787,county,"Marshall, AL",tiger
7836787,reviewed,no,tiger
7836787,name_base,Snow Point,tiger
7836787,name_type,Rd,tiger
7837195,name,Panky Lane,regular
7837195,highway,residential,regular
7837195,cfcc,A41,tiger
7837195,county,"Marshall, AL",tiger
7837195,reviewed,no,tiger
7837195,zip_left,35980,tiger
7837195,name_base,Panky,tiger
7837195,name_type,Ln,tiger
7837195,zip_right,35980,tiger
7838020,name,Buck Island Road,regular
7838020,highway,residential,regular
7838020,cfcc,A41,tiger
7838020,county,"Marshall, AL",tiger
7838020,reviewed,no,tiger
7838020,zip_left,35976,tiger
7838020,name_base,Buck Island,tiger
7838020,name_type,Rd,tiger
7838020,zip_right,35976,tiger
7840387,name,Camilla Drive,regular
7840387,highway,residential,regular
7840387,cfcc,A41,tiger
7840387,county,"Marshall, AL",tiger
7840387,reviewed,no,tiger
7840387,zip_left,35175,tiger
7840387,name_base,Camilla,tiger
7840387,name_type,Dr,tiger
7840387,zip_right,35175,tiger
7847005,name,South 8th Street,regular
7847005,highway,residential,regular
7847005,cfcc,A41,tiger
7847005,county,"Taylor, TX",tiger
7847005,zip_left,79602,tiger
7847005,name_base,8th,tiger
7847005,name_type,St,tiger
7847005,zip_right,79602,tiger
7847005,name_direction_prefix,S,tiger
7853511,lit,yes,regular
7853511,name,Banzhaldenstraße,regular
7853511,width,6.5,regular
7853511,highway,residential,regular
7853511,surface,asphalt,regular
7853511,maxspeed,30,regular
7853511,sidewalk,both,regular
7853511,maxspeed,DE:zone30,source
7857042,name,Rochelle Avenue,regular
7857042,highway,residential,regular
7857042,created_by,Potlatch 0.10f,regular
7857042,cfcc,A41,tiger
7857042,tlid,192061627,tiger
7857042,county,"Contra Costa, CA",tiger
7857042,source,tiger_import_dch_v0.6_20070809,tiger
7857042,reviewed,no,tiger
7857042,name_base,Rochelle,tiger
7857042,name_type,Ave,tiger
7857042,separated,no,tiger
7859512,name,Diablo View Road,regular
7859512,highway,residential,regular
7859512,cfcc,A41,tiger
7859512,county,"Contra Costa, CA",tiger
7859512,reviewed,no,tiger
7859512,name_base,Diablo View,tiger
7859512,name_type,Rd,tiger
7863128,name,El Dorado Drive,regular
7863128,highway,residential,regular
7886304,source,PGS,regular
7886304,waterway,riverbank,regular
7901487,name,Mathers Street,regular
7901487,highway,residential,regular
7901487,cfcc,A41,tiger
7901487,county,"Mobile, AL",tiger
7901487,reviewed,no,tiger
7901487,zip_left,36607,tiger
7901487,name_base,Mathers,tiger
7901487,name_type,St,tiger
7901487,zip_right,36607,tiger
7915588,source,PGS,regular
7915588,waterway,riverbank,regular
7917338,name,Little Valley Road,regular
7917338,highway,residential,regular
7917338,cfcc,A41,tiger
7917338,tlid,126919732:126919921:126919725:126919935:126919900:126950108:126919940:126919649:126919650:126919651:126919905:126919912:126950112:126950048:126970106:126970108:126970109:126919575:126919584:126919592:126949995:126919647:126919493:126950053:126919614:12691,tiger
7917338,county,"Lassen, CA",tiger
7917338,source,tiger_import_dch_v0.6_20070809,tiger
7917338,reviewed,no,tiger
7917338,name_base,Little Valley,tiger
7917338,name_type,Rd,tiger
7917338,separated,no,tiger
7918199,highway,residential,regular
7918199,cfcc,A41,tiger
7918199,tlid,127153139:127074721:127075128:127075129:127075131,tiger
7918199,county,"Modoc, CA",tiger
7918199,source,tiger_import_dch_v0.6_20070809,tiger
7918199,reviewed,no,tiger
7918199,separated,no,tiger
7918199,upload_uuid,bulk_upload.pl-07cc2739-64ca-4a52-a9a5-b4642690eb93,tiger
7918531,name,County Road 25,regular
7918531,highway,residential,regular
7918531,cfcc,A41,tiger
7918531,tlid,126921613:126921614,tiger
7918531,county,"Lassen, CA",tiger
7918531,source,tiger_import_dch_v0.6_20070809,tiger
7918531,reviewed,no,tiger
7918531,name_base,County Road 25,tiger
7918531,separated,no,tiger
7918531,upload_uuid,bulk_upload.pl-3a4520d4-a031-4a95-98ae-8ce13c4fa8b6,tiger
7918828,highway,residential,regular
7918828,cfcc,A41,tiger
7918828,tlid,127092841:127156909,tiger
7918828,county,"Modoc, CA",tiger
7918828,source,tiger_import_dch_v0.6_20070809,tiger
7918828,reviewed,no,tiger
7918828,separated,no,tiger
7918828,upload_uuid,bulk_upload.pl-07cc2739-64ca-4a52-a9a5-b4642690eb93,tiger
7919528,highway,track,regular
7919528,cfcc,A41,tiger
7919528,county,"Modoc, CA",tiger
7919528,reviewed,no,tiger
7919760,highway,track,regular
7919760,cfcc,A51,tiger
7919760,tlid,127157174:127116957,tiger
7919760,county,"Modoc, CA",tiger
7919760,source,tiger_import_dch_v0.6_20070809,tiger
7919760,reviewed,no,tiger
7919760,separated,no,tiger
7919760,upload_uuid,bulk_upload.pl-07cc2739-64ca-4a52-a9a5-b4642690eb93,tiger
7921221,name,Stones Road,regular
7921221,name_1,Stone Road,regular
7921221,highway,residential,regular
7921221,cfcc,A41,tiger
7921221,tlid,126956138:126956139:126968404:126968406:126968407:126952417:126943233:126943234:126946802:126946803,tiger
7921221,county,"Lassen, CA",tiger
7921221,source,tiger_import_dch_v0.6_20070809,tiger
7921221,reviewed,no,tiger
7921221,zip_left,96130,tiger
7921221,name_base,Stones,tiger
7921221,name_type,Rd,tiger
7921221,separated,no,tiger
7921221,zip_right,96130,tiger
7921221,zip_left_1,96130,tiger
7921221,zip_left_2,96130,tiger
7921221,name_base_1,Stone,tiger
7921221,name_type_1,Rd,tiger
7926282,name,Hall's Cross Road,regular
7926282,highway,residential,regular
7926282,cfcc,A41,tiger
7926282,county,"Monroe, AL",tiger
7926282,reviewed,no,tiger
7926282,name_base,Hall's Cross,tiger
7926282,name_type,Rd,tiger
7926878,name,County Road 14,regular
7926878,highway,residential,regular
7926878,cfcc,A41,tiger
7926878,tlid,127156880:127065097:127064999,tiger
7926878,county,"Modoc, CA",tiger
7926878,source,tiger_import_dch_v0.6_20070809,tiger
7926878,reviewed,no,tiger
7926878,name_base,County Road 14,tiger
7926878,separated,no,tiger
7926878,upload_uuid,bulk_upload.pl-07cc2739-64ca-4a52-a9a5-b4642690eb93,tiger
7927899,highway,path,regular
7927899,cfcc,A41,tiger
7927899,county,"Montgomery, AL",tiger
7927899,reviewed,no,tiger
7930870,ref,CR 108,regular
7930870,name,Kowolowski Road,regular
7930870,name_1,County Road 108,regular
7930870,highway,tertiary,regular
7930870,cfcc,A41,tiger
7930870,county,"Modoc, CA",tiger
7930870,reviewed,no,tiger
7930870,name_base,Kowolowski,tiger
7930870,name_type,Rd,tiger
7930870,name_base_1,County Road 108,tiger
7935122,name,Deerfield Court,regular
7935122,highway,residential,regular
7935122,cfcc,A41,tiger
7935122,county,"Montgomery, AL",tiger
7935122,reviewed,no,tiger
7935122,zip_left,36109,tiger
7935122,name_base,Deerfield,tiger
7935122,name_type,Ct,tiger
7935122,zip_right,36109,tiger
7936856,name,Bert Stinson Road,regular
7936856,highway,residential,regular
7936856,cfcc,A41,tiger
7936856,county,"Morgan, AL",tiger
7936856,reviewed,no,tiger
7936856,zip_left,35622,tiger
7936856,name_base,Bert Stinson,tiger
7936856,name_type,Rd,tiger
7936856,zip_right,35622,tiger
7938418,access,private,regular
7938418,highway,service,regular
7938418,cfcc,A74,tiger
7938418,tlid,28062573:28062208:28062209:28064001,tiger
7938418,county,"Perry, AL",tiger
7938418,source,tiger_import_dch_v0.6_20070809,tiger
7938418,reviewed,no,tiger
7938418,upload_uuid,bulk_upload.pl-7cc73567-2954-44c0-99e7-77e1769bffb5,tiger
7940716,name,Robinson Lane,regular
7940716,access,private,regular
7940716,highway,service,regular
7940716,cfcc,A74,tiger
7940716,county,"Morgan, AL",tiger
7940716,reviewed,no,tiger
7940716,zip_left,35670,tiger
7940716,name_base,Robinson,tiger
7940716,name_type,Ln,tiger
7940716,zip_right,35670,tiger
7943571,access,private,regular
7943571,highway,service,regular
7943571,cfcc,A74,tiger
7943571,tlid,69224623:69224624,tiger
7943571,county,"Pike, AL",tiger
7943571,source,tiger_import_dch_v0.6_20070809,tiger
7943571,reviewed,no,tiger
7943571,upload_uuid,bulk_upload.pl-99d85b86-29c3-40e5-bd27-dfbe8cc2c8f3,tiger
7946672,ref,SR 87,regular
7946672,name,Elba Highway,regular
7946672,highway,secondary,regular
7946672,cfcc,A31:A31; A41; A31,tiger
7946672,county,"Pike, AL",tiger
7946672,reviewed,no,tiger
7946672,name_base,Elba:Elba; Alabama Highway 87; Alabama Highway 87; Elba:State Road 87,tiger
7946672,name_type,Hwy,tiger
7946672,name_base_1,Elba:State Route 87:State Route 87; Elba; Elba; State Route 87,tiger
7946672,name_base_2,State Route 87,tiger
7946672,name_type_1,Hwy,tiger
7950641,name,Church Street,regular
7950641,highway,residential,regular
7950641,cfcc,A41,tiger
7950641,county,"Pickens, AL",tiger
7950641,reviewed,no,tiger
7950641,zip_left,35447,tiger
7950641,name_base,Church,tiger
7950641,name_type,St,tiger
8131946,name,Karlsbader Straße,regular
8131946,highway,residential,regular
8131946,maxspeed,30,regular
8131946,created_by,JOSM,regular
8415026,name,Place du Docteur Félix Lobligeois,regular
8415026,note,Numéros 64 à 82,regular
8415026,oneway,yes,regular
8415026,highway,residential,regular
8433940,name,Harpener Feld,regular
8433940,oneway,yes,regular
8433940,highway,unclassified,regular
8433940,postal_code,44805,regular
8697523,name,Nottingham,regular
8697523,highway,residential,regular
8697523,cfcc,A41,tiger
8697523,county,"Oakland, MI",tiger
8697523,reviewed,no,tiger
8697523,zip_left,48322,tiger
8697523,name_base,Nottingham,tiger
8697523,zip_right,48322,tiger
9370229,highway,service,regular
9939494,source,survey,regular
9939494,highway,cycleway,regular
9939494,surface,paved,regular
10170827,name,Armstrong Court,regular
10170827,highway,residential,regular
